"","Date","Time","T..IPTS.90"
"24250",2022-04-24,"4:28:31",9.8773
"24251",2022-04-24,"4:30:31",9.8778
"24252",2022-04-24,"4:32:31",9.8757
"24253",2022-04-24,"4:34:31",9.8747
"24254",2022-04-24,"4:36:31",9.8832
"24255",2022-04-24,"4:38:31",9.8871
"24256",2022-04-24,"4:40:31",9.8851
"24257",2022-04-24,"4:42:31",9.8865
"24258",2022-04-24,"4:44:31",9.8823
"24259",2022-04-24,"4:46:31",9.8776
"24260",2022-04-24,"4:48:31",9.884
"24261",2022-04-24,"4:50:31",9.8815
"24262",2022-04-24,"4:52:31",9.8749
"24263",2022-04-24,"4:54:31",9.8751
"24264",2022-04-24,"4:56:31",9.8776
"24265",2022-04-24,"4:58:31",9.8649
"24266",2022-04-24,"5:0:31",9.8625
"24267",2022-04-24,"5:2:31",9.8517
"24268",2022-04-24,"5:4:31",9.8477
"24269",2022-04-24,"5:6:31",9.839
"24270",2022-04-24,"5:8:31",9.821
"24271",2022-04-24,"5:10:31",9.8303
"24272",2022-04-24,"5:12:31",9.8156
"24273",2022-04-24,"5:14:31",9.821
"24274",2022-04-24,"5:16:31",9.8191
"24275",2022-04-24,"5:18:31",9.8103
"24276",2022-04-24,"5:20:31",9.817
"24277",2022-04-24,"5:22:31",9.8164
"24278",2022-04-24,"5:24:31",9.7967
"24279",2022-04-24,"5:26:31",9.7983
"24280",2022-04-24,"5:28:31",9.7936
"24281",2022-04-24,"5:30:31",9.7995
"24282",2022-04-24,"5:32:31",9.7916
"24283",2022-04-24,"5:34:31",9.7795
"24284",2022-04-24,"5:36:31",9.7759
"24285",2022-04-24,"5:38:31",9.7906
"24286",2022-04-24,"5:40:31",9.8002
"24287",2022-04-24,"5:42:31",9.798
"24288",2022-04-24,"5:44:31",9.789
"24289",2022-04-24,"5:46:31",9.7813
"24290",2022-04-24,"5:48:31",9.7809
"24291",2022-04-24,"5:50:31",9.7832
"24292",2022-04-24,"5:52:31",9.7876
"24293",2022-04-24,"5:54:31",9.7966
"24294",2022-04-24,"5:56:31",9.7989
"24295",2022-04-24,"5:58:31",9.7927
"24296",2022-04-24,"6:0:31",9.7873
"24297",2022-04-24,"6:2:31",9.7876
"24298",2022-04-24,"6:4:31",9.7873
"24299",2022-04-24,"6:6:31",9.7906
"24300",2022-04-24,"6:8:31",9.7887
"24301",2022-04-24,"6:10:31",9.7832
"24302",2022-04-24,"6:12:31",9.7965
"24303",2022-04-24,"6:14:31",9.7942
"24304",2022-04-24,"6:16:31",9.7841
"24305",2022-04-24,"6:18:31",9.7852
"24306",2022-04-24,"6:20:31",9.7879
"24307",2022-04-24,"6:22:31",9.7938
"24308",2022-04-24,"6:24:31",9.7884
"24309",2022-04-24,"6:26:31",9.7894
"24310",2022-04-24,"6:28:31",9.7932
"24311",2022-04-24,"6:30:31",9.7971
"24312",2022-04-24,"6:32:31",9.795
"24313",2022-04-24,"6:34:31",9.7986
"24314",2022-04-24,"6:36:31",9.7848
"24315",2022-04-24,"6:38:31",9.7358
"24316",2022-04-24,"6:40:31",9.6634
"24317",2022-04-24,"6:42:31",9.668
"24318",2022-04-24,"6:44:31",9.6894
"24319",2022-04-24,"6:46:31",9.6765
"24320",2022-04-24,"6:48:31",9.6769
"24321",2022-04-24,"6:50:31",9.6776
"24322",2022-04-24,"6:52:31",9.6769
"24323",2022-04-24,"6:54:31",9.6816
"24324",2022-04-24,"6:56:31",9.6668
"24325",2022-04-24,"6:58:31",9.669
"24326",2022-04-24,"7:0:31",9.6647
"24327",2022-04-24,"7:2:31",9.6628
"24328",2022-04-24,"7:4:31",9.6708
"24329",2022-04-24,"7:6:31",9.6715
"24330",2022-04-24,"7:8:31",9.6602
"24331",2022-04-24,"7:10:31",9.6483
"24332",2022-04-24,"7:12:31",9.6458
"24333",2022-04-24,"7:14:31",9.6374
"24334",2022-04-24,"7:16:31",9.6432
"24335",2022-04-24,"7:18:31",9.6497
"24336",2022-04-24,"7:20:31",9.6466
"24337",2022-04-24,"7:22:31",9.6447
"24338",2022-04-24,"7:24:31",9.6391
"24339",2022-04-24,"7:26:31",9.6389
"24340",2022-04-24,"7:28:31",9.6401
"24341",2022-04-24,"7:30:31",9.6619
"24342",2022-04-24,"7:32:31",9.663
"24343",2022-04-24,"7:34:31",9.6625
"24344",2022-04-24,"7:36:31",9.6402
"24345",2022-04-24,"7:38:31",9.6302
"24346",2022-04-24,"7:40:31",9.6348
"24347",2022-04-24,"7:42:31",9.6294
"24348",2022-04-24,"7:44:31",9.628
"24349",2022-04-24,"7:46:31",9.6308
"24350",2022-04-24,"7:48:31",9.6393
"24351",2022-04-24,"7:50:31",9.658
"24352",2022-04-24,"7:52:31",9.6493
"24353",2022-04-24,"7:54:31",9.642
"24354",2022-04-24,"7:56:31",9.389
"24355",2022-04-24,"7:58:31",9.63
"24356",2022-04-24,"8:0:31",9.6468
"24357",2022-04-24,"8:2:31",9.656
"24358",2022-04-24,"8:4:31",9.673
"24359",2022-04-24,"8:6:31",9.6749
"24360",2022-04-24,"8:8:31",9.6593
"24361",2022-04-24,"8:10:31",9.4125
"24362",2022-04-24,"8:12:31",9.4873
"24363",2022-04-24,"8:14:31",9.6463
"24364",2022-04-24,"8:16:31",9.6101
"24365",2022-04-24,"8:18:31",9.6003
"24366",2022-04-24,"8:20:31",9.6865
"24367",2022-04-24,"8:22:31",9.7215
"24368",2022-04-24,"8:24:31",9.686
"24369",2022-04-24,"8:26:31",9.7237
"24370",2022-04-24,"8:28:31",9.7358
"24371",2022-04-24,"8:30:31",9.758
"24372",2022-04-24,"8:32:31",9.7503
"24373",2022-04-24,"8:34:31",9.7998
"24374",2022-04-24,"8:36:31",9.8059
"24375",2022-04-24,"8:38:31",9.8055
"24376",2022-04-24,"8:40:31",9.7992
"24377",2022-04-24,"8:42:31",9.7878
"24378",2022-04-24,"8:44:31",9.7798
"24379",2022-04-24,"8:46:31",9.7825
"24380",2022-04-24,"8:48:31",9.7784
"24381",2022-04-24,"8:50:31",9.777
"24382",2022-04-24,"8:52:31",9.7932
"24383",2022-04-24,"8:54:31",9.7854
"24384",2022-04-24,"8:56:31",9.8269
"24385",2022-04-24,"8:58:31",9.835
"24386",2022-04-24,"9:0:31",9.8139
"24387",2022-04-24,"9:2:31",9.8097
"24388",2022-04-24,"9:4:31",9.8215
"24389",2022-04-24,"9:6:31",9.8264
"24390",2022-04-24,"9:8:31",9.8173
"24391",2022-04-24,"9:10:31",9.8035
"24392",2022-04-24,"9:12:31",9.7947
"24393",2022-04-24,"9:14:31",9.7865
"24394",2022-04-24,"9:16:31",9.793
"24395",2022-04-24,"9:18:31",9.7982
"24396",2022-04-24,"9:20:31",9.7901
"24397",2022-04-24,"9:22:31",9.7962
"24398",2022-04-24,"9:24:31",9.8125
"24399",2022-04-24,"9:26:31",9.8108
"24400",2022-04-24,"9:28:31",9.8149
"24401",2022-04-24,"9:30:31",9.809
"24402",2022-04-24,"9:32:31",9.8261
"24403",2022-04-24,"9:34:31",9.8205
"24404",2022-04-24,"9:36:31",9.826
"24405",2022-04-24,"9:38:31",9.8333
"24406",2022-04-24,"9:40:31",9.8375
"24407",2022-04-24,"9:42:31",9.8354
"24408",2022-04-24,"9:44:31",9.8354
"24409",2022-04-24,"9:46:31",9.8402
"24410",2022-04-24,"9:48:31",9.8441
"24411",2022-04-24,"9:50:31",9.8334
"24412",2022-04-24,"9:52:31",9.8248
"24413",2022-04-24,"9:54:31",9.8282
"24414",2022-04-24,"9:56:31",9.8343
"24415",2022-04-24,"9:58:31",9.8275
"24416",2022-04-24,"10:0:31",9.8303
"24417",2022-04-24,"10:2:31",9.8055
"24418",2022-04-24,"10:4:31",9.7578
"24419",2022-04-24,"10:6:31",9.7489
"24420",2022-04-24,"10:8:31",9.721
"24421",2022-04-24,"10:10:31",9.6731
"24422",2022-04-24,"10:12:31",9.6769
"24423",2022-04-24,"10:14:31",9.6462
"24424",2022-04-24,"10:16:31",9.662
"24425",2022-04-24,"10:18:31",9.6432
"24426",2022-04-24,"10:20:31",9.6676
"24427",2022-04-24,"10:22:31",9.6702
"24428",2022-04-24,"10:24:31",9.676
"24429",2022-04-24,"10:26:31",9.6965
"24430",2022-04-24,"10:28:31",9.6661
"24431",2022-04-24,"10:30:31",9.6838
"24432",2022-04-24,"10:32:31",9.6934
"24433",2022-04-24,"10:34:31",9.7415
"24434",2022-04-24,"10:36:31",9.7417
"24435",2022-04-24,"10:38:31",9.7652
"24436",2022-04-24,"10:40:31",9.7739
"24437",2022-04-24,"10:42:31",9.7811
"24438",2022-04-24,"10:44:31",9.7481
"24439",2022-04-24,"10:46:31",9.7143
"24440",2022-04-24,"10:48:31",9.7128
"24441",2022-04-24,"10:50:31",9.7028
"24442",2022-04-24,"10:52:31",9.6827
"24443",2022-04-24,"10:54:31",9.6784
"24444",2022-04-24,"10:56:31",9.7019
"24445",2022-04-24,"10:58:31",9.7068
"24446",2022-04-24,"11:0:31",9.6612
"24447",2022-04-24,"11:2:31",9.6638
"24448",2022-04-24,"11:4:31",9.6678
"24449",2022-04-24,"11:6:31",9.6829
"24450",2022-04-24,"11:8:31",9.7094
"24451",2022-04-24,"11:10:31",9.7107
"24452",2022-04-24,"11:12:31",9.77
"24453",2022-04-24,"11:14:31",9.7957
"24454",2022-04-24,"11:16:31",9.8003
"24455",2022-04-24,"11:18:31",9.8058
"24456",2022-04-24,"11:20:31",9.8044
"24457",2022-04-24,"11:22:31",9.8063
"24458",2022-04-24,"11:24:31",9.8264
"24459",2022-04-24,"11:26:31",9.8164
"24460",2022-04-24,"11:28:31",9.819
"24461",2022-04-24,"11:30:31",9.8495
"24462",2022-04-24,"11:32:31",9.8489
"24463",2022-04-24,"11:34:31",9.8415
"24464",2022-04-24,"11:36:31",9.838
"24465",2022-04-24,"11:38:31",9.86
"24466",2022-04-24,"11:40:31",9.851
"24467",2022-04-24,"11:42:31",9.8371
"24468",2022-04-24,"11:44:31",9.8386
"24469",2022-04-24,"11:46:31",9.8542
"24470",2022-04-24,"11:48:31",9.8456
"24471",2022-04-24,"11:50:31",9.8729
"24472",2022-04-24,"11:52:31",9.9085
"24473",2022-04-24,"11:54:31",9.8751
"24474",2022-04-24,"11:56:31",9.8679
"24475",2022-04-24,"11:58:31",9.888
"24476",2022-04-24,"12:0:31",9.9012
"24477",2022-04-24,"12:2:31",9.883
"24478",2022-04-24,"12:4:31",9.8832
"24479",2022-04-24,"12:6:31",9.8769
"24480",2022-04-24,"12:8:31",9.8839
"24481",2022-04-24,"12:10:31",9.898
"24482",2022-04-24,"12:12:31",9.8757
"24483",2022-04-24,"12:14:31",9.8972
"24484",2022-04-24,"12:16:31",9.9004
"24485",2022-04-24,"12:18:31",9.8772
"24486",2022-04-24,"12:20:31",9.8703
"24487",2022-04-24,"12:22:31",9.8022
"24488",2022-04-24,"12:24:31",9.8655
"24489",2022-04-24,"12:26:31",9.8822
"24490",2022-04-24,"12:28:31",9.8816
"24491",2022-04-24,"12:30:31",9.88
"24492",2022-04-24,"12:32:31",9.86
"24493",2022-04-24,"12:34:31",9.7102
"24494",2022-04-24,"12:36:31",9.8069
"24495",2022-04-24,"12:38:31",9.8338
"24496",2022-04-24,"12:40:31",9.828
"24497",2022-04-24,"12:42:31",9.7727
"24498",2022-04-24,"12:44:31",9.8173
"24499",2022-04-24,"12:46:31",9.8432
"24500",2022-04-24,"12:48:31",9.8438
"24501",2022-04-24,"12:50:31",9.8408
"24502",2022-04-24,"12:52:31",9.837
"24503",2022-04-24,"12:54:31",9.817
"24504",2022-04-24,"12:56:31",9.8171
"24505",2022-04-24,"12:58:31",9.8161
"24506",2022-04-24,"13:0:31",9.8077
"24507",2022-04-24,"13:2:31",9.8139
"24508",2022-04-24,"13:4:31",9.7942
"24509",2022-04-24,"13:6:31",9.7968
"24510",2022-04-24,"13:8:31",9.775
"24511",2022-04-24,"13:10:31",9.7864
"24512",2022-04-24,"13:12:31",9.8044
"24513",2022-04-24,"13:14:31",9.8018
"24514",2022-04-24,"13:16:31",9.802
"24515",2022-04-24,"13:18:31",9.8052
"24516",2022-04-24,"13:20:31",9.7878
"24517",2022-04-24,"13:22:31",9.7916
"24518",2022-04-24,"13:24:31",9.7914
"24519",2022-04-24,"13:26:31",9.7811
"24520",2022-04-24,"13:28:31",9.7679
"24521",2022-04-24,"13:30:31",9.776
"24522",2022-04-24,"13:32:31",9.7629
"24523",2022-04-24,"13:34:31",9.7498
"24524",2022-04-24,"13:36:31",9.7481
"24525",2022-04-24,"13:38:31",9.7424
"24526",2022-04-24,"13:40:31",9.7291
"24527",2022-04-24,"13:42:31",9.7253
"24528",2022-04-24,"13:44:31",9.7303
"24529",2022-04-24,"13:46:31",9.7172
"24530",2022-04-24,"13:48:31",9.6997
"24531",2022-04-24,"13:50:31",9.7128
"24532",2022-04-24,"13:52:31",9.7205
"24533",2022-04-24,"13:54:31",9.685
"24534",2022-04-24,"13:56:31",9.6724
"24535",2022-04-24,"13:58:31",9.6696
"24536",2022-04-24,"14:0:31",9.6597
"24537",2022-04-24,"14:2:31",9.6583
"24538",2022-04-24,"14:4:31",9.6637
"24539",2022-04-24,"14:6:31",9.7022
"24540",2022-04-24,"14:8:31",9.6725
"24541",2022-04-24,"14:10:31",9.678
"24542",2022-04-24,"14:12:31",9.672
"24543",2022-04-24,"14:14:31",9.6658
"24544",2022-04-24,"14:16:31",9.67
"24545",2022-04-24,"14:18:31",9.6673
"24546",2022-04-24,"14:20:31",9.7084
"24547",2022-04-24,"14:22:31",9.6956
"24548",2022-04-24,"14:24:31",9.7057
"24549",2022-04-24,"14:26:31",9.6972
"24550",2022-04-24,"14:28:31",9.6871
"24551",2022-04-24,"14:30:31",9.6757
"24552",2022-04-24,"14:32:31",9.6798
"24553",2022-04-24,"14:34:31",9.6928
"24554",2022-04-24,"14:36:31",9.6904
"24555",2022-04-24,"14:38:31",9.7062
"24556",2022-04-24,"14:40:31",9.6964
"24557",2022-04-24,"14:42:31",9.696
"24558",2022-04-24,"14:44:31",9.705
"24559",2022-04-24,"14:46:31",9.7089
"24560",2022-04-24,"14:48:31",9.735
"24561",2022-04-24,"14:50:31",9.7445
"24562",2022-04-24,"14:52:31",9.7361
"24563",2022-04-24,"14:54:31",9.7591
"24564",2022-04-24,"14:56:31",9.7644
"24565",2022-04-24,"14:58:31",9.7597
"24566",2022-04-24,"15:0:31",9.7312
"24567",2022-04-24,"15:2:31",9.7298
"24568",2022-04-24,"15:4:31",9.7168
"24569",2022-04-24,"15:6:31",9.6975
"24570",2022-04-24,"15:8:31",9.6897
"24571",2022-04-24,"15:10:31",9.6843
"24572",2022-04-24,"15:12:31",9.6972
"24573",2022-04-24,"15:14:31",9.7003
"24574",2022-04-24,"15:16:31",9.7026
"24575",2022-04-24,"15:18:31",9.7029
"24576",2022-04-24,"15:20:31",9.6979
"24577",2022-04-24,"15:22:31",9.7031
"24578",2022-04-24,"15:24:31",9.728
"24579",2022-04-24,"15:26:31",9.7452
"24580",2022-04-24,"15:28:31",9.7512
"24581",2022-04-24,"15:30:31",9.7455
"24582",2022-04-24,"15:32:31",9.7108
"24583",2022-04-24,"15:34:31",9.7311
"24584",2022-04-24,"15:36:31",9.7254
"24585",2022-04-24,"15:38:31",9.7298
"24586",2022-04-24,"15:40:31",9.7277
"24587",2022-04-24,"15:42:31",9.7289
"24588",2022-04-24,"15:44:31",9.7274
"24589",2022-04-24,"15:46:31",9.7288
"24590",2022-04-24,"15:48:31",9.7334
"24591",2022-04-24,"15:50:31",9.728
"24592",2022-04-24,"15:52:31",9.7169
"24593",2022-04-24,"15:54:31",9.7149
"24594",2022-04-24,"15:56:31",9.7168
"24595",2022-04-24,"15:58:31",9.7148
"24596",2022-04-24,"16:0:31",9.7149
"24597",2022-04-24,"16:2:31",9.7172
"24598",2022-04-24,"16:4:31",9.722
"24599",2022-04-24,"16:6:31",9.7197
"24600",2022-04-24,"16:8:31",9.7261
"24601",2022-04-24,"16:10:31",9.733
"24602",2022-04-24,"16:12:31",9.7261
"24603",2022-04-24,"16:14:31",9.7274
"24604",2022-04-24,"16:16:31",9.7272
"24605",2022-04-24,"16:18:31",9.7211
"24606",2022-04-24,"16:20:31",9.7209
"24607",2022-04-24,"16:22:31",9.7187
"24608",2022-04-24,"16:24:31",9.7062
"24609",2022-04-24,"16:26:31",9.7083
"24610",2022-04-24,"16:28:31",9.7042
"24611",2022-04-24,"16:30:31",9.7019
"24612",2022-04-24,"16:32:31",9.7049
"24613",2022-04-24,"16:34:31",9.6993
"24614",2022-04-24,"16:36:31",9.6986
"24615",2022-04-24,"16:38:31",9.6953
"24616",2022-04-24,"16:40:31",9.6933
"24617",2022-04-24,"16:42:31",9.6927
"24618",2022-04-24,"16:44:31",9.6933
"24619",2022-04-24,"16:46:31",9.6933
"24620",2022-04-24,"16:48:31",9.6894
"24621",2022-04-24,"16:50:31",9.6856
"24622",2022-04-24,"16:52:31",9.6874
"24623",2022-04-24,"16:54:31",9.6868
"24624",2022-04-24,"16:56:31",9.6876
"24625",2022-04-24,"16:58:31",9.6847
"24626",2022-04-24,"17:0:31",9.683
"24627",2022-04-24,"17:2:31",9.6847
"24628",2022-04-24,"17:4:31",9.684
"24629",2022-04-24,"17:6:31",9.6853
"24630",2022-04-24,"17:8:31",9.6839
"24631",2022-04-24,"17:10:31",9.6788
"24632",2022-04-24,"17:12:31",9.6761
"24633",2022-04-24,"17:14:31",9.6783
"24634",2022-04-24,"17:16:31",9.6805
"24635",2022-04-24,"17:18:31",9.677
"24636",2022-04-24,"17:20:31",9.6773
"24637",2022-04-24,"17:22:31",9.6742
"24638",2022-04-24,"17:24:31",9.6715
"24639",2022-04-24,"17:26:31",9.6722
"24640",2022-04-24,"17:28:31",9.6688
"24641",2022-04-24,"17:30:31",9.668
"24642",2022-04-24,"17:32:31",9.6673
"24643",2022-04-24,"17:34:31",9.66
"24644",2022-04-24,"17:36:31",9.6403
"24645",2022-04-24,"17:38:31",9.6309
"24646",2022-04-24,"17:40:31",9.6227
"24647",2022-04-24,"17:42:31",9.6224
"24648",2022-04-24,"17:44:31",9.6292
"24649",2022-04-24,"17:46:31",9.6392
"24650",2022-04-24,"17:48:31",9.6396
"24651",2022-04-24,"17:50:31",9.6317
"24652",2022-04-24,"17:52:31",9.6338
"24653",2022-04-24,"17:54:31",9.6304
"24654",2022-04-24,"17:56:31",9.6367
"24655",2022-04-24,"17:58:31",9.6385
"24656",2022-04-24,"18:0:31",9.6265
"24657",2022-04-24,"18:2:31",9.628
"24658",2022-04-24,"18:4:31",9.6309
"24659",2022-04-24,"18:6:31",9.6257
"24660",2022-04-24,"18:8:31",9.6151
"24661",2022-04-24,"18:10:31",9.6078
"24662",2022-04-24,"18:12:31",9.6125
"24663",2022-04-24,"18:14:31",9.6084
"24664",2022-04-24,"18:16:31",9.6105
"24665",2022-04-24,"18:18:31",9.6113
"24666",2022-04-24,"18:20:31",9.6092
"24667",2022-04-24,"18:22:31",9.6058
"24668",2022-04-24,"18:24:31",9.6056
"24669",2022-04-24,"18:26:31",9.6036
"24670",2022-04-24,"18:28:31",9.6021
"24671",2022-04-24,"18:30:31",9.5966
"24672",2022-04-24,"18:32:31",9.594
"24673",2022-04-24,"18:34:31",9.5558
"24674",2022-04-24,"18:36:31",9.5582
"24675",2022-04-24,"18:38:31",9.556
"24676",2022-04-24,"18:40:31",9.5523
"24677",2022-04-24,"18:42:31",9.5524
"24678",2022-04-24,"18:44:31",9.5496
"24679",2022-04-24,"18:46:31",9.5486
"24680",2022-04-24,"18:48:31",9.5542
"24681",2022-04-24,"18:50:31",9.5543
"24682",2022-04-24,"18:52:31",9.55
"24683",2022-04-24,"18:54:31",9.5523
"24684",2022-04-24,"18:56:31",9.5534
"24685",2022-04-24,"18:58:31",9.5706
"24686",2022-04-24,"19:0:31",9.5799
"24687",2022-04-24,"19:2:31",9.5857
"24688",2022-04-24,"19:4:31",9.5818
"24689",2022-04-24,"19:6:31",9.576
"24690",2022-04-24,"19:8:31",9.5764
"24691",2022-04-24,"19:10:31",9.574
"24692",2022-04-24,"19:12:31",9.576
"24693",2022-04-24,"19:14:31",9.5748
"24694",2022-04-24,"19:16:31",9.5738
"24695",2022-04-24,"19:18:31",9.5726
"24696",2022-04-24,"19:20:31",9.5732
"24697",2022-04-24,"19:22:31",9.5713
"24698",2022-04-24,"19:24:31",9.5696
"24699",2022-04-24,"19:26:31",9.5642
"24700",2022-04-24,"19:28:31",9.5694
"24701",2022-04-24,"19:30:31",9.5541
"24702",2022-04-24,"19:32:31",9.5667
"24703",2022-04-24,"19:34:31",9.5682
"24704",2022-04-24,"19:36:31",9.5654
"24705",2022-04-24,"19:38:31",9.558
"24706",2022-04-24,"19:40:31",9.5465
"24707",2022-04-24,"19:42:31",9.5431
"24708",2022-04-24,"19:44:31",9.5445
"24709",2022-04-24,"19:46:31",9.5427
"24710",2022-04-24,"19:48:31",9.5473
"24711",2022-04-24,"19:50:31",9.5462
"24712",2022-04-24,"19:52:31",9.5461
"24713",2022-04-24,"19:54:31",9.5452
"24714",2022-04-24,"19:56:31",9.5484
"24715",2022-04-24,"19:58:31",9.5471
"24716",2022-04-24,"20:0:31",9.5461
"24717",2022-04-24,"20:2:31",9.5473
"24718",2022-04-24,"20:4:31",9.547
"24719",2022-04-24,"20:6:31",9.5471
"24720",2022-04-24,"20:8:31",9.5459
"24721",2022-04-24,"20:10:31",9.5493
"24722",2022-04-24,"20:12:31",9.5522
"24723",2022-04-24,"20:14:31",9.5459
"24724",2022-04-24,"20:16:31",9.5456
"24725",2022-04-24,"20:18:31",9.5331
"24726",2022-04-24,"20:20:31",9.5438
"24727",2022-04-24,"20:22:31",9.5431
"24728",2022-04-24,"20:24:31",9.5453
"24729",2022-04-24,"20:26:31",9.5386
"24730",2022-04-24,"20:28:31",9.5353
"24731",2022-04-24,"20:30:31",9.5359
"24732",2022-04-24,"20:32:31",9.5353
"24733",2022-04-24,"20:34:31",9.532
"24734",2022-04-24,"20:36:31",9.532
"24735",2022-04-24,"20:38:31",9.5282
"24736",2022-04-24,"20:40:31",9.5267
"24737",2022-04-24,"20:42:31",9.5226
"24738",2022-04-24,"20:44:31",9.5202
"24739",2022-04-24,"20:46:31",9.5172
"24740",2022-04-24,"20:48:31",9.5119
"24741",2022-04-24,"20:50:31",9.5125
"24742",2022-04-24,"20:52:31",9.5144
"24743",2022-04-24,"20:54:31",9.5078
"24744",2022-04-24,"20:56:31",9.5067
"24745",2022-04-24,"20:58:31",9.5049
"24746",2022-04-24,"21:0:31",9.5088
"24747",2022-04-24,"21:2:31",9.5062
"24748",2022-04-24,"21:4:31",9.5107
"24749",2022-04-24,"21:6:31",9.5067
"24750",2022-04-24,"21:8:31",9.5001
"24751",2022-04-24,"21:10:31",9.5035
"24752",2022-04-24,"21:12:31",9.5036
"24753",2022-04-24,"21:14:31",9.5041
"24754",2022-04-24,"21:16:31",9.5068
"24755",2022-04-24,"21:18:31",9.4972
"24756",2022-04-24,"21:20:31",9.4953
"24757",2022-04-24,"21:22:31",9.5045
"24758",2022-04-24,"21:24:31",9.5007
"24759",2022-04-24,"21:26:31",9.4967
"24760",2022-04-24,"21:28:31",9.4935
"24761",2022-04-24,"21:30:31",9.4869
"24762",2022-04-24,"21:32:31",9.4884
"24763",2022-04-24,"21:34:31",9.4835
"24764",2022-04-24,"21:36:31",9.4796
"24765",2022-04-24,"21:38:31",9.4744
"24766",2022-04-24,"21:40:31",9.4763
"24767",2022-04-24,"21:42:31",9.4779
"24768",2022-04-24,"21:44:31",9.4729
"24769",2022-04-24,"21:46:31",9.4757
"24770",2022-04-24,"21:48:31",9.4601
"24771",2022-04-24,"21:50:31",9.4706
"24772",2022-04-24,"21:52:31",9.463
"24773",2022-04-24,"21:54:31",9.4614
"24774",2022-04-24,"21:56:31",9.4612
"24775",2022-04-24,"21:58:31",9.4643
"24776",2022-04-24,"22:0:31",9.4656
"24777",2022-04-24,"22:2:31",9.4426
"24778",2022-04-24,"22:4:31",9.4428
"24779",2022-04-24,"22:6:31",9.4641
"24780",2022-04-24,"22:8:31",9.4586
"24781",2022-04-24,"22:10:31",9.4303
"24782",2022-04-24,"22:12:31",9.4322
"24783",2022-04-24,"22:14:31",9.435
"24784",2022-04-24,"22:16:31",9.4307
"24785",2022-04-24,"22:18:31",9.4323
"24786",2022-04-24,"22:20:31",9.4279
"24787",2022-04-24,"22:22:31",9.4268
"24788",2022-04-24,"22:24:31",9.4175
"24789",2022-04-24,"22:26:31",9.4188
"24790",2022-04-24,"22:28:31",9.4271
"24791",2022-04-24,"22:30:31",9.4437
"24792",2022-04-24,"22:32:31",9.4457
"24793",2022-04-24,"22:34:31",9.4683
"24794",2022-04-24,"22:36:31",9.438
"24795",2022-04-24,"22:38:31",9.4296
"24796",2022-04-24,"22:40:31",9.4167
"24797",2022-04-24,"22:42:31",9.4185
"24798",2022-04-24,"22:44:31",9.4669
"24799",2022-04-24,"22:46:31",9.4499
"24800",2022-04-24,"22:48:31",9.4501
"24801",2022-04-24,"22:50:31",9.4495
"24802",2022-04-24,"22:52:31",9.457
"24803",2022-04-24,"22:54:31",9.5007
"24804",2022-04-24,"22:56:31",9.5136
"24805",2022-04-24,"22:58:31",9.5008
"24806",2022-04-24,"23:0:31",9.4982
"24807",2022-04-24,"23:2:31",9.4961
"24808",2022-04-24,"23:4:31",9.4991
"24809",2022-04-24,"23:6:31",9.4922
"24810",2022-04-24,"23:8:31",9.5258
"24811",2022-04-24,"23:10:31",9.5424
"24812",2022-04-24,"23:12:31",9.5578
"24813",2022-04-24,"23:14:31",9.5417
"24814",2022-04-24,"23:16:31",9.5374
"24815",2022-04-24,"23:18:31",9.5298
"24816",2022-04-24,"23:20:31",9.5224
"24817",2022-04-24,"23:22:31",9.5266
"24818",2022-04-24,"23:24:31",9.5258
"24819",2022-04-24,"23:26:31",9.5193
"24820",2022-04-24,"23:28:31",9.5056
"24821",2022-04-24,"23:30:31",9.5132
"24822",2022-04-24,"23:32:31",9.5142
"24823",2022-04-24,"23:34:31",9.4987
"24824",2022-04-24,"23:36:31",9.5036
"24825",2022-04-24,"23:38:31",9.5074
"24826",2022-04-24,"23:40:31",9.4964
"24827",2022-04-24,"23:42:31",9.4957
"24828",2022-04-24,"23:44:31",9.4842
"24829",2022-04-24,"23:46:31",9.4796
"24830",2022-04-24,"23:48:31",9.4758
"24831",2022-04-24,"23:50:31",9.4784
"24832",2022-04-24,"23:52:31",9.4756
"24833",2022-04-24,"23:54:31",9.4635
"24834",2022-04-24,"23:56:31",9.4709
"24835",2022-04-24,"23:58:31",9.4643
"24836",2022-04-25,"0:0:31",9.4645
"24837",2022-04-25,"0:2:31",9.4626
"24838",2022-04-25,"0:4:31",9.4568
"24839",2022-04-25,"0:6:31",9.4596
"24840",2022-04-25,"0:8:31",9.4539
"24841",2022-04-25,"0:10:31",9.4513
"24842",2022-04-25,"0:12:31",9.4491
"24843",2022-04-25,"0:14:31",9.4482
"24844",2022-04-25,"0:16:31",9.4411
"24845",2022-04-25,"0:18:31",9.4349
"24846",2022-04-25,"0:20:31",9.4352
"24847",2022-04-25,"0:22:31",9.4348
"24848",2022-04-25,"0:24:31",9.4402
"24849",2022-04-25,"0:26:31",9.4367
"24850",2022-04-25,"0:28:31",9.4442
"24851",2022-04-25,"0:30:31",9.4316
"24852",2022-04-25,"0:32:31",9.4199
"24853",2022-04-25,"0:34:31",9.42
"24854",2022-04-25,"0:36:31",9.4174
"24855",2022-04-25,"0:38:31",9.4221
"24856",2022-04-25,"0:40:31",9.4218
"24857",2022-04-25,"0:42:31",9.4137
"24858",2022-04-25,"0:44:31",9.4252
"24859",2022-04-25,"0:46:31",9.4106
"24860",2022-04-25,"0:48:31",9.4182
